"","year","country","region","Seasonal extremes","National GHG inventories","Federal energy programs","Financial instruments","Coastal impacts","Regional mitigation planning","Hydrological scenarios","Global mitigation governance","Power and fuel efficiency","Financial programs","Concepts","Interventions and innovations","Tropical human health impacts","Kyoto implementation","Research and observations","Arid lands","Adaptive capacity","GHG reporting","Coastal tourism impacts","Macroeconomics","Forest management and programs","Green growth strategy","Transportation energy","Rio programs","Livelihoods","Rural responses","Agroforestry","Chemicals and GHGs","Oceans","Transportation","Shipping","Tracking climate change","Fossil fuel consumption"
"11",2011,"BWA","afri",0.000598881544505053,0.111148222328547,0.000928197977375639,0.00121191811193589,0.00168687362643946,0.00258396954114192,0.0413786607618964,0.00242256239149233,0.0104320336981479,0.00282821812266925,0.172105431874765,0.000954973074430395,0.046501331306085,0.00270480686411081,0.011685859221532,0.0507056173275261,0.0123672163453105,0.0133540045516142,0.00269566983912237,0.00179892130922432,0.00199711261342894,0.0129693029175354,0.00290173974560676,0.0169421346839352,0.277806891763681,0.0102696776622812,0.00728757009811948,0.0455982919574558,0.0012215297326278,0.00283517949943092,0.000621347095221492,0.0025347406648096,0.126921111747995
"12",2019,"BWA","afri",0.000525628539498558,0.00141804190864899,0.000169236910889684,0.000487508493356671,0.000977263712870974,0.0016894088943973,0.114206858038828,0.000595301805432342,0.0508295097526043,0.000516385933432974,0.0711110555061777,0.000145519268680412,0.180674910471611,4.25677266626498e-05,0.000574837472283305,0.0969776765843096,0.104917094834457,0.00185375811530315,0.00304599425958436,0.000923722800406624,0.000658006696711673,0.00462209775664814,0.000674977301159912,0.0012340447004025,0.346478227360328,0.001778123510627,0.00112107425853798,0.00655961828197561,0.000463827358221427,0.000459316512449119,3.02290595442216e-05,0.000229611492454984,0.00400856468150408
"13",2013,"CAF","afri",0.0034205950497883,0.017070116055633,0.000704460358237026,0.000848647052564177,0.00189251988433145,0.00861128663755081,0.00180128461455721,0.00343606227582035,0.0709752946214182,0.00898926145876225,0.0222738029459921,0.00619898797306078,0.00362849070646328,0.00209481042058547,0.00210836213770884,0.00265383725200127,0.0265388097197296,0.0368367090725075,0.00119653694826021,0.00227074847110001,0.0316280855461505,0.000207187644991238,0.00119272554163757,0.0176114906149669,0.00623981833956635,0.61390101192805,0.00380938683438737,0.00971278047509684,0.00507543881333485,0.062492932600058,0.000361713031778607,0.00488534911295826,0.0193314558609519
"14",2001,"CIV","afri",0.00373339043531094,0.0813776792606632,0.00125066866034705,0.00102267303202789,0.0032029066079737,0.0256673255410829,0.00153971555711033,0.00103683184443423,0.0602972632999616,0.00883555755755493,0.00339361487766728,0.00799552263374583,0.0028804489792023,0.000754713246597321,0.00852247921207192,0.0049868780869648,0.00266088686935066,0.000702847361000903,0.0210140937120728,0.00622100822485897,0.0123517147404573,0.000452975057812433,0.000697396891799549,0.130753027428087,0.00740200337461527,0.364644637615515,0.131917732641888,0.022165207445062,0.00907228961259296,0.00436741288819489,0.00120428785423015,0.0351932961831543,0.0326815132665922
"15",2010,"CIV","afri",0.00425901492642007,0.0632508989940526,0.000474085534870651,0.000984646589553704,0.00282196558018267,0.00665731115950938,0.00346202293878986,0.00248716892952566,0.000619467516959749,0.000665929847733101,0.00622807675493515,0.00141780637272773,0.0996238109828139,0.059899070400995,0.0252132259393975,0.0113600061978445,0.00379154560785725,0.00861301067954222,0.00221265241553934,0.00306961730185668,0.00804836129686631,0.000165911503964106,0.000508865433608816,0.0165440474991973,0.0220437597650738,0.472625197987953,0.00473649369658196,0.137679140202387,0.0117070412331338,0.0132538471655677,0.00078037049758948,0.00224674654283387,0.00254888250413573
"16",2017,"CIV","afri",0.0013875361069389,0.0703028777609987,0.00035564372965005,0.000135684705409542,0.00252720500749306,0.00182220258195672,0.00525500246287583,0.000994359136196243,0.00293880852809297,0.00180953165693262,0.125215761677527,0.0016851908764911,0.021838934380788,0.00146362580753705,0.00564762540861231,0.0302402140258918,0.006099774341161,0.0383983591890298,0.0263991942987673,0.00629318188052013,0.00526852302642042,0.000936252914511268,0.000253013302482965,0.0185336069406815,0.0151681093015332,0.45377538705565,0.00927083950314384,0.0800839114915396,0.0482868682329592,0.00221406330198172,0.000520461318794171,0.0128088342165024,0.00206941583093001
"17",2001,"CMR","afri",0.00412769168859672,0.00483747073025638,0.00224187745115706,0.000739909839731329,0.00301089807987647,0.00694556351789641,0.00311756981635083,0.000461387258200296,0.0978947916943078,0.0028147489977035,0.00727796810102307,0.000983984629077379,0.0221946376627247,7.66935767103944e-05,0.00125913268019123,0.0761663269441178,0.0167481028345918,0.00109996908080312,0.0240441080921287,0.0015850638052912,0.0625398464943394,0.000365963290284758,0.000166339176698966,0.0142185679274389,0.0397867179032946,0.496339700598043,0.0197757412155434,0.045977825209998,0.00553019903652362,0.0286622145160708,8.28069404330223e-05,0.00389771393682874,0.00502846727376621
"18",2015,"CMR","afri",0.000244713106577876,0.0014747005909053,4.32486790421253e-05,0.000189393204037849,0.00686218563155797,0.00177417072859446,0.0101232651177266,0.000168817178039059,0.00341447596685492,0.000344267269385639,0.00493914095208078,7.11070160763456e-05,0.128862450828968,4.03689148789612e-05,0.0027636188752504,0.104429629587542,0.00257641116799729,0.00065252155841526,0.00590494718526708,0.000103333712367917,0.00114531305693508,0.00290598707467698,9.01781886658307e-05,0.00440509939243816,0.419353523259914,0.214327911186743,0.0124609544398414,0.00295675480131674,0.00109131098975133,0.00121705940396314,2.79635356799409e-05,0.0010823517327468,0.0639528256657605
"19",2009,"COD","afri",0.0158416525155278,0.00161363270055403,5.34789954550481e-05,0.000569122867024785,0.00372247277405314,0.0089551387579744,0.0332392083642422,0.000200951586121004,0.0091317038203907,0.00158781394522772,0.00260927688368896,0.119842870829954,0.00348268929429499,0.000483086618676841,0.00979652127584906,0.00128102735435385,0.00415785502311216,0.00044726875090222,0.102317189040356,0.000187248327980638,0.103929417978275,3.7993574725431e-05,6.11778124875835e-05,0.0259384429571658,0.0650964600511421,0.447135197966659,0.0103020549823248,0.000271597258760296,0.00583911190211681,0.0103894505328041,0.00038161743133076,0.0101573733715465,0.00093989445492144
"20",2015,"COD","afri",0.0100276713343739,0.00965650621635434,0.000221378410274053,0.00026303991980865,0.000770754172561692,0.00149479532079584,0.0258291658725535,0.000146356111091271,0.00131022995828156,0.00070241187615913,0.0332264605943913,0.00424527700211966,0.0146453700339308,0.00153698380078571,0.0873917927315062,0.00180537262484873,0.000462249500822525,0.00759008171829888,0.0327552839119735,0.0005610413755796,0.217065547103393,6.40447757212128e-05,0.000163872181018385,0.00394328876483978,0.00328755685400436,0.504662325649376,0.00223854804056354,0.00344313742287692,0.0215201291370531,0.00242657533325547,0.00374250304711649,0.00202526989870555,0.000774979305565348
"21",2001,"COG","afri",0.00113496358281221,0.0138572721527838,0.00020110002349554,0.000851134697947633,0.00457066698557769,0.00269804651589325,0.0117338707053608,0.000257763575174221,0.00237512179218819,0.000500477034934122,0.00233924945322606,0.00051037653234231,0.142929272377681,0.00153194504449468,0.00394563790143664,0.13307876471401,0.0018706230585694,0.00256848243286652,0.00296120082980271,0.00574963843198929,0.00306907894010822,0.000231757099862282,0.000744223957635896,0.00940715840973189,0.00885500301502037,0.381341505789061,0.0561973858356894,0.00848810909084545,0.00415259038223172,0.037161684279032,7.96428214629956e-05,0.0237473435536288,0.130858908983104
"22",2009,"COG","afri",0.00463533679829757,0.0561126003940048,0.000966961117150423,0.00105828134497578,0.00420067583307894,0.0247048320492981,0.0136880987189486,0.000240734935851555,0.0056419091556124,0.00105735788034739,0.00354910330388126,0.0024850450872316,0.0313899946827528,0.00350010094610897,0.00355407881520488,0.0035363321265528,0.00219829275955714,0.00145575375584249,0.00212666042924684,0.0358040149155034,0.00192823286426949,0.000190272939003368,0.0213716857227569,0.0319424245825075,0.00193462415889663,0.53323765147616,0.0247485254872328,0.0165808157084788,0.0119024952832425,0.0852067133671463,0.000641228100027422,0.0104363157223895,0.0579728495384415
"23",2003,"COM","afri",0.00185197996959792,0.0054241112299668,2.76187518631353e-05,0.00104770055545915,0.271332865038309,0.001731987762746,0.0014030039612999,0.000280468350723197,0.00489971947161058,0.000507299734646095,0.008089358081803,0.000303153108875861,0.00439937316666701,0.000260567400119596,0.0434763936919934,0.0311818576868099,0.00177949519998315,0.00134880334115027,0.15573903938358,0.000159780644029744,0.00126874338589004,0.000341800518883508,9.60461967008069e-05,0.0319845665706862,0.0928527960444298,0.190752139810843,0.0657392578879741,0.00890238331056093,0.00163404219499315,0.00121374154379973,0.00140591766766786,0.00148447931782375,0.0670795090185128
"24",2012,"COM","afri",0.0193167372434951,0.0267050549854911,0.000119535122942017,0.000478479161546157,0.123322457580743,0.00286507732838617,0.00472110838989568,0.00040432443989346,0.000941959791336506,0.000285340809002026,0.0370434668125745,0.00287970292705549,0.00562601309469474,0.00242876990028054,0.00870483298544057,0.00509104334909785,0.00491566018338821,0.00565507030068404,0.0677166106631725,0.000688882336396328,0.00613342224940328,8.33507145732351e-05,0.000540839968669655,0.0111559465221044,0.00144961138692497,0.592163601580061,0.00177209360607879,0.0023612243690099,0.0414151399977209,0.00552741066840742,0.0108194924672071,0.00532881781096707,0.001338921253357
"25",2001,"CPV","afri",0.00105665847326397,0.00248181822972989,7.33314529783983e-05,0.00179897418336995,0.0605974005362762,0.00586036901721053,0.00164870684237842,0.000323388736829911,0.0452226514079852,0.00079637124826705,0.00311945010593678,9.9562752748221e-05,0.123484711967968,5.23400862505267e-05,0.00163627855103399,0.0702027874662992,0.00306633251000704,0.000618421031259806,0.00708808282839145,0.000991840747399894,0.00551093592092419,0.00026474417850178,0.000518468063079684,0.00991077037869742,0.0248816243273209,0.380754993327448,0.0996977869019913,0.043634269517806,0.00593258820105647,0.00303560431932311,0.000111173842485433,0.00371064039181162,0.0918169224539696
"26",2010,"CPV","afri",0.0334072407924275,0.0100571714076315,0.00046135147084725,0.00311554325655257,0.284282310545439,0.0103307050815051,0.00565848442883005,0.00603369520197416,0.00746584546316519,0.00114951245871178,0.00253850988898925,0.000551413629306446,0.172399700338851,0.000584703305847471,0.0068495598184733,0.0151165365911167,0.0103664619402036,0.00692157908139394,0.0123977135797123,0.00126496326125214,0.00850864207856642,0.000743717384625059,0.000317694910101105,0.113971214275631,0.0210198259441984,0.140780163960742,0.00400439134795311,0.0547472399847296,0.00574566788416316,0.0463135664812588,0.00209533116324808,0.0058367306666412,0.0049628123759126
"27",2018,"CPV","afri",0.0127897923390814,0.0177697141865059,0.000461636931077747,0.00065777076042479,0.209998701592806,0.00248242431616694,0.00425494749461108,0.00112636252605701,0.00274098455191584,0.000264509585014173,0.019698301575043,0.00019988987909085,0.27087379444249,0.00142941948077674,0.00197436941657954,0.00491591113008121,0.00413310585588643,0.102389469131812,0.00259504170691014,0.00175710885295504,0.0108300413182019,0.000258578261923678,0.00465450120988982,0.0452939613223385,0.00148461015122162,0.14657706926963,0.00137694065872529,0.041354524733591,0.0142162228802007,0.0445735805067363,0.000992648417398097,0.00185463868604806,0.0240194268288094
"28",2001,"DJI","afri",0.00127293884449543,0.00737879880199506,0.000151428471491247,0.000455660265383469,0.0100311747051736,0.00308298764516033,0.00433402428725361,0.000676877217825199,0.00145208390639552,0.000254233078576856,0.00232021190921205,0.00114360782756126,0.0439857387408383,0.00105231306851779,0.00762353387066828,0.181661596122543,0.0435446430572568,0.00329393679586904,0.00219987587488636,0.00222849920934444,0.00262756345045789,8.77078827192024e-05,8.07238933014409e-05,0.011908659550943,0.00475740793732451,0.595162200189026,0.00167528376613821,0.00427420560110786,0.00533200558220368,0.0412567743561489,7.19632740045328e-05,0.00347489878577963,0.0111464420303974
"29",2013,"DJI","afri",0.00168982371184416,0.00479339858167021,0.000110902059665801,0.000533032320106519,0.0511397860415487,0.0154426632289208,0.00374454183861999,0.000805782779329039,0.00221395159480304,0.000359290297668686,0.00173144867611911,0.00133833740573062,0.0494891273851467,0.00172414920646746,0.00984952183059075,0.155851173362504,0.00975965892402731,0.00559595812156107,0.0049005223041229,0.000855475980177779,0.00291588655494816,0.000159290237937434,0.000241157184737088,0.00670842509669358,0.00397670745978121,0.578092935220147,0.00257208888943947,0.00570814659765591,0.0205152626857554,0.0405941029615283,0.000320940762931003,0.00281475352385193,0.0134517571739687
"30",2001,"DZA","afri",0.00088538176102275,0.00268545735831212,0.000385057437667586,0.000763375997630697,0.000517863807936536,0.136162625884785,0.00660704548136603,0.000242908483717149,0.0869169305099609,0.0109712853599594,0.000248946344001315,0.00192854531074203,0.00273004490434339,0.000222601359894977,0.00236188863775673,0.0761634520422526,0.00138166599208196,0.000141657577364,0.00188426424987915,0.000972015619120861,0.0246864336111189,0.000142968134363702,0.000284674116761414,0.0886107767260739,0.00308023632110648,0.284027696850921,0.0888757878924877,0.00435036518025844,0.00882400268038835,0.00133393950015091,0.000354701799848928,0.0309052232756677,0.130350179791058
"31",2010,"DZA","afri",0.000425019182257932,0.00282105770576155,0.000340141858181271,0.000763976441843104,0.000550477078532102,0.00533058510812342,0.0130771661049303,0.000164336683033115,0.03640779544296,0.000911423337773091,0.00200957244087884,0.000128584952781207,0.0751614815846919,0.000107887033346664,0.00124590081317783,0.235059905930624,0.000829909294028454,0.00105685776857539,0.000950005331427896,0.00624127401271519,0.00196660981399423,0.000168452577396612,0.000540443353541627,0.00536229802052489,0.00138135147357049,0.266772690524125,0.00517659066490648,0.0446755530936467,0.00474597539986761,0.00206489976131704,5.34228575211505e-05,0.0280656201674127,0.255442734186532
"32",1999,"EGY","afri",0.00086123588195153,0.0284518343498833,0.000224518218945122,0.0020289320624653,0.00622842143288695,0.00331091338294151,0.00193210222355693,0.00173594170326853,0.060663632992211,0.0192587057503764,0.00273895046850949,0.0101577040018438,0.00180414636901791,0.000438884473765543,0.00401554214871167,0.296761472793337,0.0852031413654611,0.00049551734452363,0.0475256255448583,0.00256524716907852,0.00500825441708237,0.00154675631906825,0.000381322498145903,0.149193986277642,0.049410950488911,0.00874472160525037,0.139079541316808,0.00732476616352884,0.00609904052299406,0.00080992257129713,0.000775728018762501,0.00687225834507293,0.0483502817778427
"33",2010,"EGY","afri",0.00078114152121709,0.00328397197980355,2.77435048669848e-05,0.00154215394967154,0.0153440091255052,0.00239372700877091,0.00517337967568457,9.12456164242505e-05,0.130194403920351,0.00875661960479372,0.0883273004583074,0.000663694075296569,0.00159195756853626,0.000408342722733948,0.00046141475901885,0.509708814895024,0.00466077285359637,0.00171520310039295,0.0605731202202767,0.000318272471770372,0.00114104400981167,0.000604191666605594,0.0416642035235327,0.000533995187395703,0.0192145232363488,0.00479700655355907,0.0387692987567683,0.00249158899776557,0.000781823317048958,0.000599319468091673,0.000507135525067105,0.000336871434683922,0.0525417092912787
"34",2016,"EGY","afri",0.00151413435120122,0.00757933897876793,0.000210139287216863,0.00217277019171243,0.0399918269716702,0.00542175235681833,0.00197273009717198,0.00175146650981277,0.138018594788209,0.0129334386332559,0.0275011963765089,0.00118631933370002,0.00528176360206159,0.000272784470107978,0.00671733071118668,0.376329598601257,0.00739669527631982,0.00305705289237492,0.0822643018408821,0.0002587653416691,0.0360539277675964,0.00563162028916975,0.0007148337117375,0.00271690935014226,0.0267090185280908,0.010063508949164,0.112559739253922,0.024012570913015,0.00401227296093315,0.00122677362499071,0.00139064707604308,0.00225359169579584,0.0508225852674947
"35",2001,"ERI","afri",0.00109616215978352,0.146653680215786,0.00062102382218281,0.00150603112540164,0.0338262186883772,0.00823791498375335,0.00127199621524987,0.00492365698533801,0.0167167286459945,0.0119896901375056,0.00607547489186514,0.00096982887666618,0.00838022568997101,0.000745017430278795,0.0224131654501234,0.0647783311182781,0.0457282993399439,0.000818656704233188,0.00530590482676763,0.00111050714887618,0.00250154410081069,0.00450602259458761,0.000506761349393465,0.143492905316287,0.233451619403888,0.0527677044979725,0.022338919073656,0.135720066978043,0.00572513543214176,0.00128458769528235,0.0025256430007837,0.00172615066954527,0.0102844254312332
"36",2012,"ERI","afri",0.000542210206206489,0.0416304588834424,0.000344933747341294,0.000427091993931717,0.00260967631858844,0.0001564503162429,0.0171211995334431,0.00248557417209112,0.00367638862882899,0.000831293786638251,0.342686385407753,0.000482944763198394,0.0921073694777049,0.000172221790549426,0.00205373283180989,0.0242483442865824,0.254488279787516,0.00252484982995067,0.00374454225484525,0.0041117538329596,0.0025174151222729,0.00948049592102922,0.000153621729086756,0.0551105892492641,0.0688145359808141,0.00193535450581119,0.000620382964532121,0.0591508107751685,0.00156205714331586,0.00227087854895807,0.000195704269691616,0.000626901211107185,0.00111555072932327
"37",2001,"ETH","afri",0.00116788501438833,0.0988857852529988,0.0247302413575384,0.000970719705849676,0.000425200876532042,0.00718496550601359,0.00301913582663273,0.00246800151314561,0.0253000516701259,0.0039624788639674,0.0448773857941412,0.029204500232139,0.00160351812915276,0.000458405198784689,0.0437945398840754,0.000903577937666803,0.0160784646035393,0.00119977842064449,0.00153933976963924,0.00138056509564948,0.00436328191180676,0.00719992003237062,0.00105323656270722,0.162390411841914,0.310297200198629,0.0627701464154469,0.0644627127821766,0.0516656543661568,0.00416095006145656,0.00660906167485851,0.00303915681780325,0.00611397853489495,0.00671974814715394
"38",2015,"ETH","afri",0.00184131126407252,0.0897119960989581,0.01166474017154,0.000811322990223585,0.00116884346868771,0.00050607798141107,0.00372252082113786,0.0143982965356206,0.00971909403952535,0.001172567765843,0.104025980091317,0.00226598691946239,0.0657541251764371,0.000988304108560945,0.0340969680361557,0.0017954239971521,0.0553172768351452,0.0676976722864547,0.000964460803116976,0.00178749381021056,0.0119058506316877,0.00282549271539203,0.000544905675776599,0.0364759010947126,0.331033631186754,0.00456147934160735,0.00300368803150283,0.123548190244513,0.00146062651075437,0.0100607525558072,0.000449386427649767,0.00172677150954502,0.00299286087326522
"39",2004,"GAB","afri",0.00148303725763807,0.00348069382080272,5.49210375769621e-05,0.000317920238008022,0.0114882775251374,0.00750856008496703,0.00251814951930255,8.09657080350051e-05,0.00557277499972708,0.000608418079159794,0.00261719085386716,0.000206182041772401,0.0441164553870254,0.000112841971744722,0.000659106197582354,0.0956147248059299,0.00289466990861042,0.000518889016885265,0.171896126243446,0.00382925630571946,0.00188915690449484,0.000128742989049716,5.20111653219106e-05,0.0144706805277061,0.00381922212803515,0.559260065255843,0.003919394557417,0.0456771213036732,0.00780753107817725,0.00153735001987648,7.12475750241506e-05,0.00173657842659131,0.00405173706585276
"40",2011,"GAB","afri",0.0168524796821484,0.0443224175869059,0.000924209555962848,0.00195020982904542,0.124198575007605,0.0208819623811584,0.00115620745761716,0.00404943617822218,0.0029215692156416,0.00126786931630983,0.00105000139491087,0.0524461059795158,0.00546320549071151,0.0018920920466694,0.00477773601538904,0.0510429320460474,0.0430853918486032,0.00173139338831719,0.0496788715584055,0.00178396755266291,0.0114338032628965,0.000148160523952349,0.000236798774564591,0.100500135044627,0.00150294916547181,0.328668018264538,0.00620110976409835,0.00327895063612944,0.0228371600984016,0.011565106916689,0.0016674177097139,0.0586013677063253,0.0218823886007418
"41",2001,"GHA","afri",0.00216664330919277,0.0193524381083771,0.000157042715047171,0.000930179081256776,0.00288084630086139,0.00208691837840375,0.041977276277283,0.000691360733574224,0.00258759690540486,0.00210363691460221,0.00302214596542798,0.000246862200338281,0.168857208489361,0.00064886801594151,0.00162906721747286,0.228584835365358,0.00900474275681639,0.000790319049498918,0.10485256895776,0.0538180400337022,0.000491655414777924,0.00772928980386109,0.000222767949862891,0.0923185060626358,0.118062220147047,0.00359021898177397,0.0522066927055417,0.0708176896065986,0.00350116536466296,0.00115442308111715,0.000361890894697019,0.00153832808182861,0.00161655512991397
"42",2011,"GHA","afri",0.000780876363962137,0.077662489732534,0.000759145558645522,0.0097454865179558,0.00122533488102956,0.00330369419064708,0.000754198022001566,0.0159036341370062,0.0248084515924051,0.00809529754410603,0.151281697986244,0.113849857805893,0.00284308273237053,0.0025961627092039,0.00381579125619138,0.00221219580880353,0.122048679964209,0.00845878700378419,0.00585310850653654,0.00109989303489423,0.0787317208399047,0.00489193891303457,0.00158876719825497,0.0643294217856049,0.153508887744718,0.00606939497444028,0.0125240929148348,0.0747808493272793,0.00594439106301265,0.0065105264764918,0.00244385099117162,0.0012153243702351,0.0303629680525947
"43",2015,"GHA","afri",0.00069008331238892,0.0330378310833077,0.000137009377212602,0.000647370207086534,0.00125163642155471,0.000403095737111325,0.000708400282102873,0.0111296554207615,0.074181200968875,0.00106521414317175,0.253128221660052,0.135952836271945,0.00184441454879818,0.000611928014637036,0.0331457351867217,0.000986314448920875,0.0144090195249588,0.00165080914003527,0.0519481595670007,0.000253266002829476,0.102955684702172,0.00100045963726023,0.000232018632522951,0.00196158291673975,0.212270911268313,0.00259601838411604,0.0502865753417546,0.00189304076337912,0.00332454021536139,0.00134664981388704,0.000371003882703045,0.000945360974565303,0.00363395214775485
